id,Nome,Genero,Idade,Raça,Formação,Estado,Tempo de casa,Departamento,Senioridade,Idade Ingresso
7207,Carlos de Melo Barroso,Masc,28,branco,Doutorado,Piauí,5.0,Desenvolvimento de Produtos,Analista Sênior,23.0
7208,Sílvia de Pascoal,Fem,25,preto,Ensino Superior,Minas Gerais,4.0,Desenvolvimento de Produtos,Estagiário,21.0
7209,Severino José dos Santos Espada,Masc,34,pardo,Pós graduação,Rio de Janeiro,5.0,Desenvolvimento de Produtos,Analista Júnior,29.0
7210,Tomáz Heitor de Alvim Júnior,Masc,34,branco,Pós graduação,Rio Grande do Norte,4.0,Recursos Humanos,Analista Pleno,30.0
7211,Flaviana Rosa da Silva Otizo,Fem,31,pardo,Ensino Médio,Sergipe,9.0,Desenvolvimento de Produtos,Analista Pleno,22.0
7212,Albino Leonardo de Barbosa Aoylom,Masc,27,preto,Ensino Superior,São Paulo,0.0,Desenvolvimento de Produtos,Analista Sênior,27.0
7213,Laércio Raí Nasopora Júnior,Masc,30,pardo,Ensino Superior,Piauí,5.0,Operações,Analista Pleno,25.0
7214,Willian João de Paula,Masc,22,branco,Ensino Superior,Distrito Federal,5.0,Marketing,Analista Júnior,17.0
7215,Anderson de Sales,Masc,29,preto,Mestrado,Acre,6.0,Compras,Gerente,23.0
7216,Reinaldo Cristiano Daoilov Nuei,Masc,35,branco,Mestrado,Piauí,2.0,Marketing,Analista Pleno,33.0
7217,Roger Aécio da Paz,Masc,30,branco,Ensino Superior,Minas Gerais,7.0,Operações,Analista Sênior,23.0
7218,Benjamin Victor de Sampaio,Masc,34,pardo,Ensino Superior,Rio de Janeiro,6.0,Compras,Analista Pleno,28.0
7219,Gilberto Hildebrando de Antunes,Masc,35,branco,Ensino Superior,Distrito Federal,9.0,Marketing,Gerente,26.0
7220,Valéria Ochu Gomes de Santo Antônio,Fem,23,branco,Mestrado,Acre,9.0,TI,Analista Júnior,14.0
7221,Felipe Milani,Masc,26,branco,Ensino Superior,Roraima,10.0,Compras,Analista Pleno,16.0
7222,Patrícia Maria de Pimentel Barroso,Fem,32,pardo,Pós graduação,Rondônia,10.0,Vendas,Analista Júnior,22.0
7223,Itamar Mateus da Silva,Masc,24,branco,Ensino Superior,Mato Grosso do Sul,5.0,Contabilidade,Diretor,19.0
7224,Maurício Wally Seixas de Peres Valverde,Masc,41,pardo,Ensino Superior,Rio Grande do Norte,8.0,Operações,Analista Sênior,33.0
7225,Diogo de Magalhães,Masc,26,branco,Ensino Médio,São Paulo,1.0,TI,Analista Júnior,25.0
7226,Nelson Ralle,Masc,28,pardo,Pós graduação,Amapá,2.0,Recursos Humanos,Analista Júnior,26.0
7227,Samila Tânia Espada Earirna,Fem,27,pardo,Ensino Superior,Acre,5.0,TI,Estagiário,22.0
7228,Flávio de Barros dos Santos,Masc,22,branco,Mestrado,São Paulo,7.0,TI,Analista Júnior,15.0
7229,Hilda Ariana dos Santos,Fem,34,pardo,Ensino Superior,Tocantins,6.0,Recursos Humanos,Analista Pleno,28.0
7230,Damião Mercado,Masc,34,branco,Mestrado,Minas Gerais,3.0,Vendas,Analista Sênior,31.0
7231,Sandro Valter de Castro Gomes,Masc,34,pardo,Ensino Superior,Pernambuco,8.0,Recursos Humanos,Analista Júnior,26.0
7232,Bernardo Anderson de Padilha,Masc,38,pardo,Ensino Superior,São Paulo,9.0,TI,Analista Pleno,29.0
7233,Kiara Zulmira Mourão Terceiro,Fem,22,pardo,Doutorado,Bahia,7.0,Compras,Analista Júnior,15.0
7234,Nathan de Barbosa Dafas,Masc,22,branco,Mestrado,Piauí,6.0,Marketing,Analista Júnior,16.0
7235,Jonas da Silva Trerylumvic,Masc,35,pardo,Ensino Médio,São Paulo,0.0,Compras,Analista Sênior,35.0
7237,Reinaldo Gomes Sivuão de Martins,Masc,46,branco,Doutorado,Rio de Janeiro,6.0,Desenvolvimento de Produtos,Analista Pleno,40.0
7238,Mário Maciel de Souza,Masc,30,branco,Doutorado,São Paulo,5.0,Vendas,Analista Sênior,25.0
7239,Batista César Góis Ciymmisco,Masc,32,pardo,Ensino Superior,Amazonas,1.0,Compras,Analista Sênior,31.0
7240,Cirilo de Salgado Terceiro,Masc,39,branco,Ensino Superior,Acre,4.0,Desenvolvimento de Produtos,Analista Júnior,35.0
7241,Marta de Drummond,Fem,25,branco,Mestrado,Bahia,3.0,Marketing,Analista Júnior,22.0
7242,Renato Giovanni de Miranda Ieão,Masc,38,pardo,Ensino Médio,São Paulo,6.0,Marketing,Analista Sênior,32.0
7243,Quitéria Leila Barroso de Medeiros Irntoshen,Fem,30,amarelo,Mestrado,Roraima,4.0,Compras,Analista Pleno,26.0
7244,Aécio Fagner de Mello,Masc,30,preto,Ensino Superior,Distrito Federal,1.0,Administrativo,Analista Pleno,29.0
7245,Baltazar Táles Puskansa Júnior,Masc,30,pardo,Mestrado,Acre,5.0,Recursos Humanos,Estagiário,25.0
7246,Fred de Souza Neto,Masc,32,pardo,Ensino Médio,Paraná,0.0,Contabilidade,Analista Júnior,32.0
7247,Rodrigo do Paraná,Masc,33,preto,Mestrado,Minas Gerais,7.0,Administrativo,Analista Pleno,26.0
7248,Osório Silvair Iu de Souza Cedryson,Masc,29,pardo,Mestrado,Minas Gerais,5.0,Marketing,Analista Pleno,24.0
7249,Elisângela Hellen da Silva,Fem,20,pardo,Pós graduação,Mato Grosso,6.0,Operações,Analista Sênior,14.0
7250,Robert da Silva de Pacheco Itoman,Masc,52,pardo,Doutorado,Piauí,3.0,Marketing,Analista Pleno,49.0
7251,Danilo de Junqueira,Masc,37,pardo,Doutorado,Tocantins,7.0,Desenvolvimento de Produtos,Gerente,30.0
7252,Jaziel Décio Sui de Souza dos Santos,Masc,40,pardo,Ensino Superior,Minas Gerais,6.0,Marketing,Analista Pleno,34.0
7253,Jonathas Paulo de Farias,Masc,22,branco,Mestrado,Santa Catarina,7.0,Administrativo,Analista Júnior,15.0
7254,Felipe João Rymo,Masc,30,branco,Ensino Superior,Piauí,5.0,TI,Analista Pleno,25.0
7255,Fernanda Milene de Ayres d'Ávila da Lira,Fem,22,pardo,Ensino Superior,Rio Grande do Sul,5.0,Desenvolvimento de Produtos,Analista Sênior,17.0
7256,Tomáz da Costa,Masc,35,branco,Mestrado,Acre,6.0,Contabilidade,Analista Júnior,29.0
7257,Cleberson Pinto,Masc,24,pardo,Ensino Superior,Piauí,7.0,Operações,Analista Pleno,17.0
7258,Elisângela Rizimtra de Lemes Anvia,Fem,37,pardo,Ensino Superior,Acre,3.0,Operações,Analista Pleno,34.0
7259,Márcio Armando de Lins Pinhão Terceiro,Masc,22,pardo,Mestrado,Rio Grande do Norte,8.0,Desenvolvimento de Produtos,Analista Pleno,14.0
7260,Leandro Lisrivic Júnior,Masc,26,branco,Ensino Superior,Mato Grosso do Sul,6.0,Marketing,Analista Pleno,20.0
7261,Emanoel Rafael Mercado de Paiva Nelbum,Masc,39,branco,Ensino Superior,Santa Catarina,8.0,Compras,Analista Júnior,31.0
7262,Igor Luciano Borba do Nascimento,Masc,39,branco,Ensino Superior,Tocantins,7.0,Administrativo,Analista Pleno,32.0
7263,Leandro Jason Tanpesathus de Oliveira,Masc,24,branco,Ensino Médio,Goiás,10.0,Marketing,Analista Sênior,14.0
7264,Quico Ieman,Masc,32,pardo,Ensino Superior,Minas Gerais,3.0,Marketing,Gerente,29.0
7265,Olavo de Muniz da Silva Terceiro,Masc,35,pardo,Ensino Superior,Amazonas,3.0,Compras,Analista Júnior,32.0
7266,Uribe Wulbulo,Masc,42,pardo,Ensino Médio,Paraná,2.0,Contabilidade,Analista Júnior,40.0
7267,Sebastião de Meireles,Masc,54,pardo,Mestrado,São Paulo,9.0,Contabilidade,Analista Pleno,45.0
7268,Bento Brasil Axafruro Júnior,Masc,30,preto,Pós graduação,Rio de Janeiro,5.0,Contabilidade,Gerente,25.0
7269,Alfredo Otaviano Bahia,Masc,27,preto,Doutorado,Amapá,4.0,Operações,Analista Júnior,23.0
7270,Gabrielle Elisete Olmaz,Fem,52,branco,Ensino Superior,Alagoas,4.0,Vendas,Analista Pleno,48.0
7271,Eliomar Jardim,Fem,25,pardo,Ensino Médio,Amazonas,3.0,Administrativo,Analista Júnior,22.0
7272,Sérgio do Rio de Gusmão,Masc,44,branco,Ensino Superior,Paraná,6.0,Desenvolvimento de Produtos,Analista Júnior,38.0
7273,Rodrigo Heron dos Santos de Arantes Júnior,Masc,23,pardo,Ensino Superior,Sergipe,6.0,Administrativo,Analista Sênior,17.0
7274,Jacinto Joel de Salvador da Cruz,Masc,30,branco,Mestrado,Rio Grande do Norte,5.0,Contabilidade,Analista Pleno,25.0
7275,Roger da Silva,Masc,30,pardo,Mestrado,Maranhão,6.0,TI,Analista Júnior,24.0
7276,Altair Geraldo de Holanda Ylrier,Masc,35,pardo,Ensino Médio,Mato Grosso,1.0,Administrativo,Analista Júnior,34.0
7277,Edu Áureo Câmara,Masc,31,pardo,Ensino Superior,Mato Grosso,7.0,Desenvolvimento de Produtos,Analista Sênior,24.0
7278,Carlos dos Santos de Morais Júnior,Masc,25,pardo,Mestrado,Acre,8.0,Recursos Humanos,Analista Júnior,17.0
7279,Nilton André Fragoso de Vargas,Masc,37,branco,Ensino Médio,Maranhão,6.0,Administrativo,Gerente,31.0
7280,José Acem dos Santos Badoboko,Masc,26,branco,Ensino Médio,Mato Grosso do Sul,4.0,Compras,Gerente,22.0
7281,Nivaldo Nicolau Egume da Silva Samuhoo Neto,Masc,32,pardo,Pós graduação,Mato Grosso,4.0,TI,Gerente,28.0
7282,Antônio de Melo,Masc,51,pardo,Doutorado,Piauí,4.0,Marketing,Analista Pleno,47.0
7283,Bruna Schmidt de Souza,Fem,45,pardo,Ensino Superior,Paraná,5.0,Operações,Estagiário,40.0
7284,Ramon de Salgado Eanse Júnior,Masc,36,pardo,Ensino Superior,Mato Grosso,3.0,Administrativo,Analista Pleno,33.0
7285,Dionísio Piyabu Ipeshi,Masc,26,pardo,Doutorado,Ceará,3.0,Desenvolvimento de Produtos,Analista Júnior,23.0
7286,Jacinto Aliufa Noessuman,Masc,30,branco,Doutorado,Minas Gerais,7.0,Recursos Humanos,Gerente,23.0
7287,José João Isearncorn de Gonçalves Ton,Masc,23,branco,Ensino Superior,Rio de Janeiro,6.0,Administrativo,Analista Júnior,17.0
7288,Quitéria Cármen Fontes Souto Penedo,Fem,29,branco,Mestrado,Paraná,6.0,Compras,Analista Sênior,23.0
7289,Luís Isac Gomes,Masc,40,preto,Doutorado,Santa Catarina,7.0,Desenvolvimento de Produtos,Analista Júnior,33.0
7290,Emanoel de Ferraz,Masc,28,branco,Ensino Superior,Maranhão,5.0,Contabilidade,Analista Pleno,23.0
7291,Max Xavier Ibiov,Masc,35,pardo,Ensino Superior,Paraná,7.0,Recursos Humanos,Gerente,28.0
7292,Isabel Marinho,Fem,37,branco,Ensino Superior,Piauí,11.0,Vendas,Estagiário,26.0
7293,Nicolas Bento de Cardozo da Luz,Masc,44,pardo,Ensino Superior,Maranhão,6.0,Compras,Estagiário,38.0
7294,Edu Zeca Dloloson,Masc,31,branco,Ensino Superior,Paraná,6.0,Compras,Analista Pleno,25.0
7295,Amarildo de Cardozo Câmara,Masc,30,branco,Ensino Superior,Goiás,5.0,Operações,Gerente,25.0
7296,Marta de Ortega Ymmu,Fem,28,pardo,Pós graduação,Minas Gerais,4.0,Operações,Analista Júnior,24.0
7297,Sandra dos Santos de Medeiros,Fem,42,branco,Ensino Superior,Rio Grande do Sul,6.0,Compras,Analista Júnior,36.0
7298,Batista Jason de Alencar,Masc,51,preto,Ensino Superior,Mato Grosso do Sul,6.0,Compras,Analista Júnior,45.0
7299,Jonas Josiel Branco Palgunson,Masc,39,branco,Ensino Superior,Minas Gerais,5.0,Desenvolvimento de Produtos,Analista Sênior,34.0
7300,Edivaldo Rogério Urnvrosean,Masc,34,branco,Ensino Superior,Rondônia,9.0,Desenvolvimento de Produtos,Analista Pleno,25.0
7301,Leonardo Fred de Souza da Silva,Masc,27,pardo,Pós graduação,Amapá,6.0,Compras,Estagiário,21.0
7302,Isac da Cunha,Masc,21,branco,Ensino Superior,Amapá,3.0,Vendas,Analista Pleno,18.0
7303,Washington Micael Sisciman de Junqueira,Masc,56,branco,Ensino Superior,Rio de Janeiro,2.0,Recursos Humanos,Analista Pleno,54.0
7304,Tiago Pinhão de Assunção,Masc,40,pardo,Ensino Superior,Pernambuco,8.0,Contabilidade,Analista Pleno,32.0
7305,Everaldo Aécio Gomes,Masc,23,pardo,Ensino Superior,Minas Gerais,4.0,Operações,Analista Pleno,19.0
7306,Joel Alex dos Santos,Masc,48,branco,Ensino Superior,Paraná,5.0,TI,Analista Pleno,43.0
7307,Michel de Amorim,Masc,28,branco,Doutorado,Rio Grande do Sul,3.0,Compras,Estagiário,25.0
7308,Adriano Giuseppe de Amorim,Masc,30,pardo,Ensino Superior,Pará,5.0,Operações,Analista Pleno,25.0
7309,Zeca Severino de Amorim Mariman,Masc,24,branco,Ensino Superior,Rio Grande do Sul,6.0,TI,Estagiário,18.0
7310,Xerxes Rejiya,Masc,39,pardo,Ensino Superior,Santa Catarina,6.0,Contabilidade,Analista Pleno,33.0
7311,Otávio de Siqueira,Masc,38,preto,Ensino Superior,Sergipe,6.0,Administrativo,Analista Pleno,32.0
7312,Rodrigo de Noronha Ernceornov,Masc,35,branco,Ensino Superior,Alagoas,6.0,Vendas,Gerente,29.0
7313,Wilson Cauê da Silva Valente Júnior,Masc,30,pardo,Ensino Superior,Distrito Federal,9.0,Contabilidade,Analista Sênior,21.0
7314,Eleonora Bella Yashitsushi de Oliveira,Fem,25,branco,Doutorado,Amapá,7.0,Operações,Analista Júnior,18.0
7315,Yeda Vânia Isevic,Fem,36,branco,Ensino Superior,Mato Grosso do Sul,6.0,TI,Analista Pleno,30.0
7316,Adônis Benjamin Napehore de Oliveira,Masc,36,pardo,Ensino Superior,São Paulo,1.0,Contabilidade,Gerente,35.0
7317,Tatiana Mirela do Maranhão,Fem,27,pardo,Ensino Superior,Mato Grosso,9.0,Operações,Analista Sênior,18.0
7318,Jacinto Paim Júnior,Masc,21,branco,Pós graduação,Tocantins,4.0,Compras,Analista Sênior,17.0
7319,Francisco Adônis de Camargo,Masc,19,branco,Ensino Médio,Alagoas,5.0,Contabilidade,Analista Pleno,14.0
7320,Severino Hamilton de Oliveira Schmidt,Masc,38,preto,Doutorado,Minas Gerais,5.0,Administrativo,Gerente,33.0
7321,Cléber da Mata Penedo Júnior,Masc,43,branco,Ensino Superior,Paraíba,6.0,Administrativo,Analista Pleno,37.0
7322,Alessandre Marcelo de Lima Galnirngeser Firni,Masc,30,pardo,Ensino Superior,Paraná,8.0,TI,Analista Júnior,22.0
7323,Filipe Marciano de Pereira Jirige,Masc,27,branco,Ensino Superior,Acre,9.0,Desenvolvimento de Produtos,Analista Júnior,18.0
7324,Victor Robert de Diniz Pubiso Júnior,Masc,29,pardo,Ensino Superior,Espírito Santo,12.0,Vendas,Analista Sênior,17.0
7325,Larissa Janaína de Leite,Fem,35,pardo,Ensino Superior,Santa Catarina,2.0,Recursos Humanos,Gerente,33.0
7326,Raul Ronaldo Aobanman,Masc,49,branco,Mestrado,São Paulo,4.0,TI,Analista Pleno,45.0
7327,Vitor de Lins,Masc,34,preto,Pós graduação,Mato Grosso do Sul,,Marketing,Analista Júnior,
7328,Angélica Pires de Souza,Fem,42,pardo,Pós graduação,Santa Catarina,6.0,Compras,Analista Pleno,36.0
7329,Omar Marlon Fortes da Conceição Kiyoho,Masc,37,pardo,Ensino Superior,Tocantins,6.0,Operações,Analista Júnior,31.0
7330,Baltazar de Amorim,Masc,32,pardo,Pós graduação,Alagoas,2.0,Recursos Humanos,Analista Júnior,30.0
7331,Diego de Miranda,Masc,46,branco,Ensino Superior,Ceará,8.0,Vendas,Analista Júnior,38.0
7332,Benjamin Jeferson do Amazonas,Masc,30,branco,Mestrado,Rio Grande do Norte,5.0,Administrativo,Analista Sênior,25.0
7333,Eduardo Bóris de Novais,Masc,26,pardo,Ensino Superior,Mato Grosso,1.0,Contabilidade,Analista Júnior,25.0
7334,Moacyr de Fraga Júnior,Masc,29,pardo,Doutorado,Alagoas,8.0,Contabilidade,Gerente,21.0
7335,Sílvio Cristiano Lafovic do Vale de Godoy Júnior,Masc,29,preto,Ensino Superior,Rio Grande do Norte,4.0,Vendas,Analista Sênior,25.0
7336,Luan Heitor da Silva,Masc,33,pardo,Ensino Superior,Amapá,5.0,Vendas,Estagiário,28.0
7337,Jonathas Martinho da Conceição,Masc,33,pardo,Ensino Superior,Mato Grosso do Sul,8.0,Contabilidade,Analista Júnior,25.0
7338,Osvaldo Hugo de Castro Blybean,Masc,40,branco,Ensino Médio,Tocantins,9.0,Desenvolvimento de Produtos,Analista Júnior,31.0
7339,Ivan Heitor Ribeiro Aiusov,Masc,26,branco,Ensino Superior,Minas Gerais,5.0,Administrativo,Gerente,21.0
7340,Abigail Sheila de Iglesias da Silva Uifava,Fem,20,pardo,Ensino Superior,Distrito Federal,5.0,Operações,Analista Pleno,15.0
7341,Wilson Schmidt de Pereira,Masc,37,branco,Pós graduação,São Paulo,1.0,Operações,Analista Pleno,36.0
7342,Xerxes Auov,Masc,43,branco,Pós graduação,Pará,2.0,TI,Analista Júnior,41.0
7343,Elisete Valquíria Chaniov,Fem,33,pardo,Pós graduação,Rondônia,5.0,Desenvolvimento de Produtos,Analista Júnior,28.0
7344,Adílson Ciro do Nascimento,Masc,38,branco,Ensino Superior,Maranhão,5.0,Contabilidade,Analista Pleno,33.0
7345,Luzimara Luzinete de Leão Seixas,Fem,32,preto,Mestrado,Paraná,4.0,Compras,Analista Sênior,28.0
7346,Josiel Yrrozben de Leite,Masc,36,preto,Ensino Superior,Minas Gerais,4.0,Desenvolvimento de Produtos,Estagiário,32.0
7347,Armando Chirusa Gema,Masc,27,branco,Ensino Superior,Rio de Janeiro,4.0,Marketing,Analista Júnior,23.0
7348,Severino Martinho Doiai Breloman Júnior,Masc,41,branco,Doutorado,Roraima,11.0,Vendas,Estagiário,30.0
7349,Joaquim de Junqueira Uzifião Nunes Júnior,Masc,25,branco,Ensino Superior,Minas Gerais,8.0,Marketing,Analista Pleno,17.0
7350,Ronaldo Alberto Coutinho Souto da Costa Neto,Masc,29,branco,Ensino Superior,Santa Catarina,7.0,TI,Analista Pleno,22.0
7351,Jesus Robson de Palhares,Masc,30,pardo,Ensino Superior,Rio Grande do Sul,5.0,Contabilidade,Gerente,25.0
7352,Célia de Álvares da Cruz,Fem,30,preto,Doutorado,Pará,8.0,Compras,Analista Júnior,22.0
7353,Hamilton de Bragança,Masc,34,branco,Doutorado,São Paulo,9.0,Compras,Analista Sênior,25.0
7354,Geraldo Usivic,Masc,20,branco,Pós graduação,Paraná,6.0,Compras,Analista Pleno,14.0
7355,Ana da Silva,Fem,38,pardo,Pós graduação,Alagoas,9.0,Marketing,Analista Sênior,29.0
7356,Rafael André de Albuquerque Couto dos Santos Júnior,Masc,30,pardo,Ensino Superior,Rondônia,5.0,Administrativo,Gerente,25.0
7357,André Orlando da Encarnação,Masc,32,branco,Ensino Superior,Rio Grande do Sul,4.0,Recursos Humanos,Analista Júnior,28.0
7358,Israel Ayberisan,Masc,28,branco,Doutorado,Minas Gerais,8.0,Administrativo,Estagiário,20.0
7359,Sebastião Tsurito Nebao,Masc,26,branco,Ensino Superior,Rio de Janeiro,8.0,Desenvolvimento de Produtos,Analista Sênior,18.0
7360,Nicolas Topeta,Masc,19,branco,Ensino Superior,Bahia,5.0,Operações,Diretor,14.0
7361,Helder Fontes Teamthea,Masc,42,branco,Ensino Superior,Paraná,8.0,Marketing,Analista Sênior,34.0
7362,Ricardo Yernyson de Braga,Masc,31,branco,Pós graduação,Paraíba,6.0,Recursos Humanos,Gerente,25.0
7363,Nicolau Mede Iklison de Martins,Masc,43,branco,Pós graduação,Ceará,6.0,Operações,Analista Júnior,37.0
7364,Charlene Fernanda Pires Duzi,Fem,30,pardo,Ensino Superior,Tocantins,5.0,Compras,Estagiário,25.0
7365,Henrique Iago Oleão Chineji,Masc,25,branco,Ensino Superior,Bahia,5.0,Recursos Humanos,Analista Júnior,20.0
7366,Gilmar Washington Puo Sugu,Masc,42,preto,Ensino Superior,Ceará,6.0,Contabilidade,Analista Júnior,36.0
7368,Mike Hoeu Hate,Masc,30,branco,Ensino Superior,Paraíba,6.0,Administrativo,Analista Pleno,24.0
7369,Giovanni Anakin de Angola Frias,Masc,33,branco,Mestrado,São Paulo,0.0,Administrativo,Analista Júnior,33.0
7370,Daiane de Barros Paim Aoão,Fem,30,pardo,Ensino Superior,Alagoas,6.0,Marketing,Analista Sênior,24.0
7371,Jeferson Saulo Negrão,Masc,47,pardo,Mestrado,Mato Grosso,9.0,Vendas,Analista Júnior,38.0
7372,Breno Max Osanoan Tristão,Masc,29,branco,Ensino Superior,Sergipe,10.0,Contabilidade,Gerente,19.0
7373,Heron de Arruda Bomolshe Juoman,Masc,28,preto,Ensino Superior,São Paulo,1.0,Contabilidade,Gerente,27.0
7374,Aline de Barros Franco,Fem,40,pardo,Ensino Superior,Rio Grande do Sul,4.0,Recursos Humanos,Analista Sênior,36.0
7375,Alan Nusuã,Masc,30,pardo,Ensino Superior,Mato Grosso,6.0,TI,Analista Sênior,24.0
7376,Saulo Samuel dos Santos,Masc,31,preto,Pós graduação,Rio Grande do Sul,10.0,Desenvolvimento de Produtos,Analista Júnior,21.0
7377,Washington Filipe de Gusmões Júnior,Masc,37,pardo,Pós graduação,Rio Grande do Sul,5.0,Desenvolvimento de Produtos,Analista Pleno,32.0
7378,Matheus Caio Nowoki Megracol Gomes,Masc,25,branco,Pós graduação,São Paulo,3.0,Contabilidade,Analista Sênior,22.0
7379,Hamilton Kevin de Alvim,Masc,32,branco,Ensino Superior,Pernambuco,7.0,Administrativo,Analista Sênior,25.0
7380,Sandra Cibele Tymuzym,Fem,30,preto,Mestrado,Alagoas,4.0,Contabilidade,Analista Sênior,26.0
7381,Edu Gustavo Ienman,Masc,48,pardo,Ensino Superior,Amazonas,10.0,Compras,Analista Sênior,38.0
7382,Gustavo Samuel dos Santos da Silva,Masc,36,pardo,Doutorado,Distrito Federal,4.0,Desenvolvimento de Produtos,Analista Pleno,32.0
7383,Tânia Shirley da Silva,Fem,30,pardo,Ensino Superior,Mato Grosso do Sul,5.0,Vendas,Analista Pleno,25.0
7384,Júlio Batista Couto,Masc,32,branco,Ensino Superior,Pará,4.0,Marketing,Analista Pleno,28.0
7385,Rosana Joyce de Moura,Fem,34,pardo,Ensino Superior,Minas Gerais,4.0,Operações,Analista Pleno,30.0
7386,Nilo de Oliveira Fragoso Ayman,Masc,37,pardo,Ensino Superior,Santa Catarina,7.0,TI,Analista Pleno,30.0
7387,Artur de Jesus,Masc,41,pardo,Pós graduação,Minas Gerais,2.0,Operações,Analista Júnior,39.0
7388,José Cauê de Queiroz da Silva,Masc,33,branco,Pós graduação,Rio Grande do Sul,6.0,Vendas,Analista Júnior,27.0
7389,Martinho Edivaldo de Alves,Masc,30,branco,Ensino Superior,Santa Catarina,9.0,Recursos Humanos,Analista Sênior,21.0
7390,Xilena Margarete Eloson,Fem,55,preto,Ensino Superior,Minas Gerais,10.0,Marketing,Analista Pleno,45.0
7391,Jacinto Xerxes da Silva de Machado,Masc,32,pardo,Ensino Superior,Mato Grosso do Sul,3.0,Desenvolvimento de Produtos,Analista Júnior,29.0
7392,Michel Elói de Alvim,Masc,29,branco,Ensino Superior,Rio de Janeiro,4.0,Administrativo,Estagiário,25.0
7393,Altair Bóris de Barbosa Júnior,Masc,38,amarelo,Ensino Superior,Rio de Janeiro,2.0,Desenvolvimento de Produtos,Analista Sênior,36.0
7394,Aécio Thiago Ruyouyo Bitro,Masc,30,pardo,Pós graduação,Santa Catarina,5.0,Desenvolvimento de Produtos,Analista Pleno,25.0
7395,Lúcio Gomes,Masc,34,branco,Doutorado,Rio Grande do Sul,8.0,Administrativo,Analista Pleno,26.0
7396,Mariano Jonathan de Souza,Masc,22,pardo,Ensino Superior,Ceará,5.0,Contabilidade,Analista Sênior,17.0
7397,Marlene Vitória Ribeiro,Fem,43,pardo,Ensino Superior,Rondônia,10.0,Administrativo,Gerente,33.0
7398,Bruno Humberto Focison,Masc,29,branco,Ensino Superior,Maranhão,8.0,Marketing,Analista Júnior,21.0
7399,Jorge Dereov de Figueiredo,Masc,26,pardo,Ensino Superior,Rio Grande do Norte,7.0,Operações,Analista Pleno,19.0
7400,Ingrid Marli Câmara,Fem,43,pardo,Pós graduação,Rio Grande do Sul,6.0,Operações,Analista Júnior,37.0
7401,Moisés Jair de Padilha da Nóbrega Faemison,Masc,30,preto,Ensino Superior,Santa Catarina,5.0,Marketing,Gerente,25.0
7402,Solange Terezinha de Alencar Damokope Mourão Terceiro,Fem,31,branco,Ensino Superior,Piauí,1.0,Operações,Analista Júnior,30.0
7403,Jorge de Figueira Enevamson,Masc,36,pardo,Pós graduação,Distrito Federal,6.0,Vendas,Analista Pleno,30.0
7404,Renato Iomã Júnior,Masc,22,branco,Mestrado,Amazonas,3.0,Operações,Analista Júnior,19.0
7405,Everton Robert da Silva Rossi de Munhoz,Masc,47,pardo,Doutorado,Rio de Janeiro,9.0,Compras,Analista Sênior,38.0
7406,Eugênio Ismael de Pereira,Masc,30,pardo,Pós graduação,Pará,5.0,Desenvolvimento de Produtos,Analista Sênior,25.0
7407,Laerte Oemo Warize,Masc,35,branco,Ensino Superior,São Paulo,4.0,Contabilidade,Analista Júnior,31.0
7408,Ayrton Everaldo da Silva dos Pinhais Neto,Masc,20,pardo,Pós graduação,Goiás,2.0,Operações,Analista Júnior,18.0
7409,Valter Alexandre Frimi de Toledo,Masc,30,pardo,Ensino Superior,Sergipe,3.0,Marketing,Analista Sênior,27.0
7410,Marlene Tsupa Rivi,Fem,26,pardo,Pós graduação,Bahia,7.0,Operações,Analista Júnior,19.0
7411,Félix Eugênio Fortes Banhos,Masc,30,pardo,Pós graduação,Piauí,5.0,Marketing,Analista Pleno,25.0
7412,Robert Mariano da Rocha Ileazvic,Masc,32,pardo,Ensino Superior,Rio de Janeiro,2.0,Marketing,Analista Júnior,30.0
7413,Isaías de Godoy,Masc,31,branco,Ensino Superior,São Paulo,8.0,Compras,Analista Sênior,23.0
7414,Luciano Dionísio de Meireles,Masc,33,pardo,Ensino Superior,Rondônia,7.0,Administrativo,Analista Júnior,26.0
7415,José Eric Tezbaman da Mata de Malta Neto,Masc,34,pardo,Pós graduação,Sergipe,5.0,Contabilidade,Analista Sênior,29.0
7416,Vitor Kauê Mogo de Brito,Masc,33,pardo,Ensino Superior,Amapá,,Vendas,Analista Pleno,
7417,Lili Kiara de Melo,Fem,31,pardo,Ensino Superior,Rio de Janeiro,0.0,Operações,Gerente,31.0
7418,Felícia de Nogueira Bubornson,Fem,31,branco,Mestrado,Bahia,5.0,Marketing,Analista Sênior,26.0
7419,Batista Jason Arias Bunason Júnior,Masc,41,pardo,Ensino Superior,Rio Grande do Sul,5.0,Recursos Humanos,Estagiário,36.0
7420,Omar Anakin Podinkloman,Masc,28,branco,Mestrado,Rio de Janeiro,8.0,Compras,Analista Pleno,20.0
7421,Rose de Duarte Valverde,Fem,40,preto,Ensino Superior,Rio Grande do Sul,4.0,Administrativo,Estagiário,36.0
7422,Mário Gomes,Masc,34,pardo,Ensino Superior,Maranhão,8.0,Administrativo,Analista Pleno,26.0
7423,Marlon Félix do Espírito Santo Júnior,Masc,39,branco,Ensino Superior,Pará,3.0,Vendas,Analista Sênior,36.0
7424,Murilo Heautho da Silva,Masc,30,branco,Ensino Médio,Piauí,9.0,Vendas,Analista Pleno,21.0
