id,Nome,Genero,Idade,Raça,Formação,Estado,Tempo de casa,Departamento,Senioridade,Idade Ingresso
9109,Lucas Frederico Pimenta Júnior,Masc,30,pardo,Doutorado,Distrito Federal,5,Recursos Humanos,Analista Sênior,25
9110,Anderson Hilton de Barbosa Júnior,Masc,40,preto,Ensino Superior,Rio Grande do Sul,6,Vendas,Estagiário,34
9111,Laila Opesvic,Fem,36,pardo,Ensino Médio,Acre,7,Operações,Analista Sênior,29
9112,Rebeca Dara da Silva Rysshoson,Fem,33,pardo,Ensino Superior,Paraíba,8,Compras,Analista Sênior,25
9113,Sílvio Nuyapeyu Mercado Neto,Masc,43,branco,Ensino Superior,Minas Gerais,0,Marketing,Analista Pleno,43
9115,Estevão de Siqueira Barroso Duque Júnior,Masc,26,pardo,Pós graduação,São Paulo,0,Contabilidade,Analista Júnior,26
9116,Nelson de França Atavic,Masc,30,pardo,Pós graduação,Mato Grosso do Sul,5,Desenvolvimento de Produtos,Analista Pleno,25
9117,Cícero Artur de Simões do Maranhão Terceiro,Masc,37,pardo,Ensino Superior,Pará,3,Operações,Analista Júnior,34
9118,Cristiano Aloísio da Silva de Santo Antônio Paim,Masc,19,pardo,Pós graduação,Rio de Janeiro,5,Contabilidade,Estagiário,14
9119,Jair Jorge de Paiva,Masc,30,branco,Ensino Superior,Rio de Janeiro,5,Contabilidade,Analista Pleno,25
9120,Valeska Cleuza Dosvi,Fem,24,pardo,Ensino Superior,Rio de Janeiro,3,Contabilidade,Analista Sênior,21
9121,Mariano Ricardo Coutinho de Ferreira do Rio,Masc,20,pardo,Ensino Superior,Paraná,5,Compras,Analista Júnior,15
9122,Carla de Figueira Ribeiro Flea,Fem,18,branco,Pós graduação,São Paulo,2,TI,Analista Sênior,16
9123,Dionísio Valter de Pacheco,Masc,45,pardo,Doutorado,Pará,3,Contabilidade,Analista Júnior,42
9124,Luzinete Tatiana dos Reis de Iglesias Dripreois,Fem,18,branco,Mestrado,Rio Grande do Norte,3,Administrativo,Gerente,15
9125,Sebastião de Vieira Onamer,Masc,41,pardo,Ensino Superior,São Paulo,3,Recursos Humanos,Estagiário,38
9126,Roberta Otávia Franco,Fem,36,branco,Ensino Superior,Mato Grosso do Sul,7,Recursos Humanos,Analista Pleno,29
9127,Marilúcia Violeta de Paranhos,Fem,20,branco,Mestrado,São Paulo,1,Operações,Analista Júnior,19
9128,Gabriela Vera de Garcia Refuisu Dezumu,Fem,42,pardo,Ensino Médio,Rio Grande do Sul,6,Administrativo,Gerente,36
9129,Patrícia Gabrielle da Silva,Fem,43,preto,Mestrado,Sergipe,9,Compras,Analista Pleno,34
9130,Tânia Hellen Raritara,Fem,24,pardo,Ensino Superior,Pernambuco,3,Operações,Estagiário,21
9131,Emílio de Tozetto Onme da Silva,Masc,19,pardo,Ensino Superior,São Paulo,3,Compras,Gerente,16
9132,Helder Joel Fipioman,Masc,30,pardo,Doutorado,Mato Grosso do Sul,5,Operações,Analista Júnior,25
9133,Décio Fabrício de Oliveira do Amaral,Masc,37,pardo,Ensino Superior,Maranhão,7,Desenvolvimento de Produtos,Analista Sênior,30
9134,Luiz Herrera da Silva,Masc,39,pardo,Pós graduação,Pernambuco,0,Compras,Gerente,39
9136,Hilton Vremto Guerra,Masc,39,branco,Ensino Superior,Minas Gerais,8,Operações,Gerente,31
9137,Fernando Ryno Marques,Masc,30,pardo,Ensino Superior,Santa Catarina,2,TI,Diretor,28
9138,Luzinete Madalena Selorn de Chaves,Fem,28,pardo,Ensino Superior,Roraima,2,TI,Analista Júnior,26
9139,Pablo de Brandão Júnior,Masc,48,pardo,Ensino Superior,São Paulo,6,TI,Analista Sênior,42
9140,Edivaldo de Vargas Nihe,Masc,20,branco,Pós graduação,Distrito Federal,0,TI,Analista Júnior,20
9141,Nilton Frederico da Silva,Masc,19,pardo,Ensino Superior,Pernambuco,4,Marketing,Analista Júnior,15
9142,Igor Roger Aome de Freitas,Masc,38,pardo,Ensino Superior,Rio Grande do Norte,3,Compras,Analista Júnior,35
9143,Fernando Aloísio dos Santos,Masc,30,branco,Pós graduação,Minas Gerais,5,Marketing,Analista Pleno,25
9144,Alberto Kupiee Tristão Terceiro,Masc,26,branco,Pós graduação,Roraima,7,Administrativo,Analista Júnior,19
9145,Geraldo Nivaldo Enern de Paiva,Masc,38,pardo,Mestrado,Minas Gerais,6,TI,Analista Sênior,32
9146,Áureo Juan Branco de Sales,Masc,33,branco,Ensino Superior,Acre,1,Marketing,Gerente,32
9147,Ismael de Souza Shipoiu Alhuman,Masc,43,pardo,Doutorado,Rio de Janeiro,0,TI,Analista Júnior,43
9148,Olívia Raíssa Ornova,Fem,37,branco,Doutorado,Bahia,5,Recursos Humanos,Gerente,32
9149,Helder Mercado,Masc,21,pardo,Ensino Superior,São Paulo,5,Recursos Humanos,Analista Pleno,16
9150,Cauê Editlenman,Masc,42,branco,Ensino Superior,Rio Grande do Sul,2,Desenvolvimento de Produtos,Analista Júnior,40
9151,Jonathan Ademar de Brito,Masc,41,branco,Ensino Superior,Maranhão,8,Desenvolvimento de Produtos,Analista Sênior,33
9152,Cirilo Penedo Nogeman Neto,Masc,22,pardo,Ensino Superior,Santa Catarina,7,Contabilidade,Estagiário,15
9153,Osório de Oliveira,Masc,44,pardo,Pós graduação,São Paulo,8,Recursos Humanos,Gerente,36
9154,Gilmara Patrícia da Silva,Fem,26,preto,Ensino Superior,Paraná,2,TI,Analista Pleno,24
9155,Albina de Malta Seixas,Fem,26,pardo,Pós graduação,Santa Catarina,11,Administrativo,Analista Pleno,15
9156,André do Amaral de França,Masc,18,pardo,Ensino Superior,Piauí,4,Vendas,Gerente,14
9157,Bella Fabiana de Machado,Fem,30,branco,Pós graduação,Paraná,0,Recursos Humanos,Analista Pleno,30
9158,Wally Roshie da Costa,Masc,20,pardo,Ensino Superior,Sergipe,6,Operações,Analista Pleno,14
9159,Leandro da Paraíba,Masc,25,preto,Ensino Superior,Rio de Janeiro,7,TI,Analista Júnior,18
9160,Cirilo de Oliveira Riga,Masc,18,pardo,Ensino Superior,Alagoas,3,Administrativo,Diretor,15
9161,Túlio Patrick da Silva dos Santos,Masc,31,branco,Mestrado,Rio Grande do Norte,7,Vendas,Analista Pleno,24
9162,Elias Abílio Cyzaobla Nunes Ximenes Júnior,Masc,30,pardo,Ensino Superior,São Paulo,5,Desenvolvimento de Produtos,Analista Pleno,25
9163,Alessandre Osório Abaoshe Ega,Masc,25,pardo,Ensino Superior,Piauí,8,Administrativo,Analista Pleno,17
9164,Milton da Paraíba Wosumi Cruvesil,Masc,28,pardo,Ensino Superior,Roraima,6,Administrativo,Analista Pleno,22
9165,Robert de Soares Rossi Mudazo,Masc,29,pardo,Ensino Superior,Sergipe,4,Recursos Humanos,Analista Sênior,25
9166,Lino Yatsuchima de Moreira,Masc,35,branco,Doutorado,Mato Grosso do Sul,4,Vendas,Analista Sênior,31
9167,Augusto Moisés Eoacal,Masc,30,pardo,Ensino Médio,Pernambuco,5,Recursos Humanos,Gerente,25
9168,Maíra Ashaquagison,Fem,24,pardo,Ensino Médio,Ceará,7,TI,Analista Júnior,17
9169,Nicolas Gresvoson,Masc,30,branco,Ensino Superior,Mato Grosso do Sul,5,TI,Analista Pleno,25
9170,Everton de Barros Aono Júnior,Masc,30,pardo,Ensino Superior,Paraná,5,Operações,Diretor,25
9171,João de Sobral,Masc,27,branco,Pós graduação,Amazonas,6,TI,Gerente,21
9172,Everaldo Otávio de Jesus,Masc,25,pardo,Ensino Superior,São Paulo,6,Contabilidade,Gerente,19
9173,Dionísio Beto Igreja Umaer das Neves,Masc,39,branco,Mestrado,Roraima,1,Contabilidade,Analista Sênior,38
9174,Isaías Froa Couto,Masc,38,branco,Ensino Superior,São Paulo,13,Contabilidade,Analista Júnior,25
9175,Luiz Jair de Souza,Masc,22,pardo,Pós graduação,São Paulo,1,Desenvolvimento de Produtos,Estagiário,21
9176,Rogério Cirilo de Figueira Espada,Masc,34,pardo,Doutorado,Rio Grande do Norte,4,Operações,Analista Júnior,30
9177,Roberto Yockelson,Masc,22,pardo,Ensino Superior,Santa Catarina,6,TI,Analista Sênior,16
9178,Geraldo de Mello Gontris Aosivic,Masc,40,pardo,Pós graduação,Pará,4,Marketing,Gerente,36
9179,Jair Aeaser Seso de Alves,Masc,25,pardo,Ensino Superior,Roraima,2,Recursos Humanos,Analista Pleno,23
9180,José Eliel de Alvim,Masc,28,branco,Ensino Superior,Piauí,3,Desenvolvimento de Produtos,Analista Júnior,25
9181,Ângelo Dionísio Chuti Fuu Júnior,Masc,31,pardo,Pós graduação,Amazonas,7,Marketing,Analista Júnior,24
9182,Lúcio de Jesus,Masc,21,branco,Mestrado,Rio de Janeiro,4,Compras,Analista Júnior,17
9183,Solange Michele Borba,Fem,34,pardo,Mestrado,Santa Catarina,5,Recursos Humanos,Estagiário,29
9185,Beto Cirilo Marques,Masc,27,pardo,Doutorado,São Paulo,2,Recursos Humanos,Analista Júnior,25
9186,Adônis Somobena,Masc,34,pardo,Mestrado,Mato Grosso do Sul,1,Compras,Analista Júnior,33
9187,Alexandre de Barbosa,Masc,38,pardo,Doutorado,Rio de Janeiro,2,Marketing,Estagiário,36
9188,Nicolau Hamilton Idroan Pires,Masc,35,branco,Ensino Superior,Sergipe,5,Marketing,Gerente,30
9189,Tiago Danilo Bahia da Silva Eoei Júnior,Masc,46,branco,Doutorado,Paraná,6,Operações,Analista Pleno,40
9190,Anderson Gilberto da Silva,Masc,35,branco,Ensino Médio,Santa Catarina,9,Desenvolvimento de Produtos,Gerente,26
9191,Roger Urnodoli de Madureira Yaopo,Masc,24,pardo,Pós graduação,Piauí,4,Administrativo,Analista Pleno,20
9192,Diogo da Silva,Masc,36,branco,Ensino Superior,São Paulo,4,Administrativo,Analista Júnior,32
9193,Daniel João da Silva de Mendonça,Masc,30,pardo,Ensino Superior,Espírito Santo,5,Recursos Humanos,Analista Júnior,25
9194,Amarildo Micael Dutra,Masc,19,indígena,Ensino Superior,Rio Grande do Norte,5,Vendas,Analista Júnior,14
9195,Martinho Bóris da Silva de Sales,Masc,31,pardo,Ensino Superior,Distrito Federal,10,Compras,Gerente,21
9196,Edson da Silva,Masc,32,pardo,Ensino Superior,Piauí,7,Vendas,Analista Sênior,25
9197,Albano Barnabé de Bezerra Yzteu,Masc,30,branco,Ensino Superior,Ceará,8,Vendas,Analista Pleno,22
9198,Leandro Benjamin de Sá Neto,Masc,33,preto,Mestrado,Santa Catarina,1,Marketing,Analista Pleno,32
9199,Albino dos Santos,Masc,21,preto,Ensino Superior,Maranhão,6,Contabilidade,Analista Júnior,15
9200,Hilton Raul Ornna da Silva,Masc,38,pardo,Ensino Superior,Minas Gerais,1,Recursos Humanos,Analista Pleno,37
9202,Táles Thazdern,Masc,23,pardo,Ensino Superior,Rio Grande do Sul,1,Contabilidade,Analista Sênior,22
9203,Rita Marilúcia Immirovic de Alves,Fem,21,pardo,Ensino Superior,São Paulo,3,Desenvolvimento de Produtos,Gerente,18
9204,Ivan de Barbosa,Masc,24,branco,Ensino Superior,São Paulo,8,Administrativo,Analista Júnior,16
9205,Elói de Pereira Penedo,Masc,25,branco,Mestrado,Rio Grande do Norte,6,Contabilidade,Analista Pleno,19
9206,Hugo Hildebrando Seboki Júnior,Masc,23,branco,Mestrado,Goiás,0,Vendas,Analista Pleno,23
9207,Juliano Ângelo Fylca Fruleosdasão,Masc,32,pardo,Ensino Superior,São Paulo,4,Vendas,Gerente,28
9208,Juan Roberval Gahe Maciel Neto,Masc,30,pardo,Pós graduação,Minas Gerais,2,Recursos Humanos,Analista Pleno,28
9209,Reginaldo Armando Fagas de Brandão Neto,Masc,29,branco,Ensino Superior,Pernambuco,3,Contabilidade,Gerente,26
9210,Damião Iago Ucrolcios Júnior,Masc,38,branco,Ensino Superior,Paraíba,5,Vendas,Analista Júnior,33
9211,Elias Guedes,Masc,22,pardo,Pós graduação,Rio de Janeiro,8,Vendas,Analista Pleno,14
9212,Bruna Ana de Alvim Terceiro,Fem,26,pardo,Pós graduação,Maranhão,6,Administrativo,Analista Júnior,20
9213,Dante de Souza Graza Câmara Júnior,Masc,31,branco,Mestrado,Rio Grande do Sul,5,Desenvolvimento de Produtos,Gerente,26
9214,Laerte Rosa,Masc,44,pardo,Ensino Superior,Paraná,7,Vendas,Gerente,37
9215,Solange Gopo Milani Valente,Fem,27,branco,Ensino Superior,Santa Catarina,9,TI,Estagiário,18
9216,Kim Damião de Godoy,Masc,40,branco,Ensino Superior,Bahia,9,Desenvolvimento de Produtos,Analista Sênior,31
9217,Janete Cristiane de Lemes,Fem,42,branco,Pós graduação,Pernambuco,3,Vendas,Estagiário,39
9218,Edinaldo de Souza,Masc,30,branco,Ensino Superior,Roraima,5,Contabilidade,Analista Sênior,25
9219,Gustavo Lino de Oliveira Júnior,Masc,19,branco,Ensino Superior,Pernambuco,4,Administrativo,Analista Sênior,15
9220,Alana de Oliveira,Fem,23,preto,Ensino Superior,Distrito Federal,3,Desenvolvimento de Produtos,Analista Pleno,20
9221,Michel de Lemos,Masc,21,pardo,Doutorado,Minas Gerais,5,Marketing,Estagiário,16
9222,Edinaldo Gribomvic de Alves do Rio,Masc,39,pardo,Ensino Superior,São Paulo,4,Desenvolvimento de Produtos,Gerente,35
9223,Zeca Vitor da Cunha de Fraga,Masc,38,pardo,Ensino Superior,Paraná,6,Vendas,Analista Sênior,32
9224,Martin Eneba Júnior,Masc,22,branco,Mestrado,Rio Grande do Sul,6,Vendas,Analista Júnior,16
9225,Benjamin Ailgu Júnior,Masc,27,pardo,Ensino Superior,Amapá,9,Desenvolvimento de Produtos,Estagiário,18
9227,Jeferson Batista Ifon Júnior,Masc,28,preto,Mestrado,Minas Gerais,9,Desenvolvimento de Produtos,Analista Pleno,19
9228,Cleuza dos Santos,Fem,29,branco,Pós graduação,Rondônia,4,Compras,Analista Sênior,25
9229,Otto de Guimarães da Silva Moreno Júnior,Masc,48,branco,Ensino Superior,Pernambuco,9,Contabilidade,Analista Júnior,39
9230,Daniel Torres Wademu,Masc,40,pardo,Pós graduação,Rio de Janeiro,7,Desenvolvimento de Produtos,Analista Júnior,33
9231,Fernando de Diniz Ornninemco Trevisan,Masc,46,branco,Ensino Superior,Paraná,3,Compras,Analista Júnior,43
9232,Ezequiel Yntytreman,Masc,29,pardo,Mestrado,Pará,8,Operações,Estagiário,21
9233,Áureo Eboem Yabe,Masc,30,branco,Pós graduação,Minas Gerais,5,Contabilidade,Analista Júnior,25
9234,Estevão de Pereira Prire,Masc,50,branco,Ensino Médio,Rondônia,11,Recursos Humanos,Analista Pleno,39
9235,Everaldo Sérgio Milani de Oliveira dos Santos,Masc,30,pardo,Ensino Superior,São Paulo,5,Vendas,Analista Júnior,25
9236,Leonardo Milton Issoson dos Santos,Masc,33,preto,Ensino Médio,São Paulo,9,Recursos Humanos,Analista Júnior,24
9237,Rosa Mariana de Alvim Teles Fontes,Fem,33,pardo,Ensino Superior,Ceará,5,Recursos Humanos,Analista Sênior,28
9238,Oséas Carlos de Chaves,Masc,27,preto,Ensino Superior,Maranhão,3,Marketing,Analista Pleno,24
9239,Angélica Úrsula Pinhão de Palhares,Fem,26,pardo,Ensino Superior,Santa Catarina,5,Recursos Humanos,Analista Pleno,21
9240,Albano Rodrigues dos Santos,Masc,30,preto,Ensino Superior,Rio Grande do Sul,5,TI,Analista Pleno,25
9241,Ivone Tainá Terie de Campos Borba,Fem,23,pardo,Ensino Superior,Ceará,8,Compras,Estagiário,15
9242,Israel Eoson,Masc,33,branco,Mestrado,Rio Grande do Norte,2,Recursos Humanos,Analista Pleno,31
9243,Albano Piburn,Masc,35,branco,Ensino Médio,Rio de Janeiro,4,Vendas,Estagiário,31
9244,Arnaldo Ronaldo Branco,Masc,33,branco,Doutorado,Rio Grande do Norte,5,Administrativo,Analista Sênior,28
9245,Saulo César de Bragança Júnior,Masc,22,pardo,Mestrado,Rio Grande do Sul,3,Vendas,Estagiário,19
9246,Graziele de Pereira da Serra,Fem,31,branco,Ensino Superior,Rio de Janeiro,7,Compras,Estagiário,24
9247,Edu Marciano de Figueira,Masc,48,branco,Ensino Médio,Espírito Santo,6,Desenvolvimento de Produtos,Gerente,42
9248,Osvaldo Mike de Vasconcelos Naurn,Masc,23,branco,Ensino Superior,Acre,3,Vendas,Analista Pleno,20
9249,Tânia Gomes,Fem,26,pardo,Ensino Superior,Espírito Santo,2,Marketing,Analista Pleno,24
9250,Jeferson Dias,Masc,38,preto,Pós graduação,Amazonas,5,Marketing,Estagiário,33
9251,Nicole Reca Gomes,Fem,30,pardo,Ensino Superior,Amapá,4,Vendas,Analista Sênior,26
9252,Joaquim César de Matos,Masc,29,branco,Ensino Superior,Pernambuco,5,Operações,Gerente,24
9253,Bernadete Edilene Lopes de Alvarenga Owokuho,Fem,30,pardo,Mestrado,Rio Grande do Sul,5,TI,Analista Sênior,25
9254,Bento Guedes de Godoy,Masc,45,preto,Ensino Superior,Pará,10,Recursos Humanos,Analista Júnior,35
9255,Marcos de Pascoal Bukego Nakizu,Masc,23,branco,Doutorado,Rio Grande do Sul,7,Recursos Humanos,Analista Pleno,16
9256,Sabrina Susan do Espírito Santo de Iglesias Guedes,Fem,38,branco,Ensino Médio,Bahia,2,Vendas,Gerente,36
9257,Carolina de Souza,Fem,19,pardo,Ensino Superior,Pará,4,Compras,Gerente,15
9258,Roseli Cleimdrin,Fem,41,branco,Ensino Superior,Rio de Janeiro,8,Administrativo,Analista Pleno,33
9259,Wilson Quirino Pimenta Oefyrnde,Masc,30,pardo,Ensino Médio,Amapá,5,Compras,Estagiário,25
9260,Adrielle Renata Ysoda da Silva,Fem,30,pardo,Ensino Superior,Minas Gerais,5,Contabilidade,Analista Pleno,25
9261,Frederico Ginubo Romafumo,Masc,41,branco,Mestrado,Paraná,3,Contabilidade,Analista Sênior,38
9262,Josiel Alfredo da Encarnação Agroue de Melo,Masc,30,pardo,Ensino Superior,Goiás,0,Administrativo,Analista Júnior,30
9263,Hamilton Leandro de Souza,Masc,41,branco,Ensino Médio,Espírito Santo,11,Marketing,Analista Pleno,30
9264,Fernando de Mello Júnior,Masc,18,branco,Doutorado,Distrito Federal,0,Marketing,Analista Sênior,18
9265,Quico Sonurnornan,Masc,40,pardo,Ensino Superior,São Paulo,7,Marketing,Gerente,33
9266,Áureo Xerniman Boyagen,Masc,31,branco,Doutorado,Paraná,1,Administrativo,Gerente,30
9268,Elias da Luz de Guimarães Amti,Masc,33,branco,Doutorado,Distrito Federal,5,Operações,Analista Sênior,28
9269,Artur de Pascoal Neto,Masc,22,pardo,Ensino Superior,Santa Catarina,8,Operações,Analista Júnior,14
9270,Frederico de Barbosa da Silva,Masc,26,pardo,Ensino Superior,Rio Grande do Norte,5,TI,Analista Sênior,21
9271,Reinaldo João Coiava,Masc,41,branco,Ensino Superior,Pará,0,Marketing,Analista Pleno,41
9272,Matheus Vinícius dos Santos do Maranhão,Masc,39,branco,Mestrado,São Paulo,5,Marketing,Analista Júnior,34
9273,Damião Ilogo,Masc,22,pardo,Ensino Médio,Paraíba,2,Administrativo,Analista Pleno,20
9274,Giuseppe de Barbosa Neto,Masc,25,preto,Ensino Superior,Minas Gerais,7,Recursos Humanos,Analista Sênior,18
9275,Isac Sebastião Nezem,Masc,31,pardo,Ensino Superior,Piauí,7,Recursos Humanos,Analista Pleno,24
9276,Cauê Avelino Buarque,Masc,44,pardo,Ensino Superior,Minas Gerais,5,Vendas,Analista Júnior,39
9277,Joaquim de Sampaio,Masc,25,preto,Ensino Superior,Distrito Federal,3,Marketing,Analista Pleno,22
9278,Eric de Campos,Masc,43,preto,Ensino Médio,São Paulo,5,Compras,Analista Pleno,38
9279,Mayara da Silva,Fem,36,branco,Doutorado,Mato Grosso,6,Recursos Humanos,Analista Pleno,30
9280,Kevin Marciano Cuzeazfle Neto,Masc,39,branco,Pós graduação,Rio Grande do Norte,7,Operações,Estagiário,32
9281,Camila Milil,Fem,29,branco,Ensino Superior,Piauí,5,Operações,Analista Sênior,24
9282,Samila Esleson Umce,Fem,22,branco,Doutorado,Acre,8,Administrativo,Analista Pleno,14
9283,Jack Everaldo de Novais,Masc,39,preto,Ensino Superior,Paraná,4,Operações,Estagiário,35
9284,David Carlos Fose Banhos,Masc,22,branco,Ensino Superior,Minas Gerais,6,Contabilidade,Analista Júnior,16
9286,Barnabé de Alencar,Masc,33,preto,Ensino Superior,Goiás,5,Desenvolvimento de Produtos,Analista Sênior,28
9287,Mário Frederico Rahonisa Espada de Bragança,Masc,31,branco,Pós graduação,Alagoas,3,TI,Analista Sênior,28
9288,Amarildo Bamipe,Masc,43,pardo,Doutorado,Roraima,3,Contabilidade,Gerente,40
9289,Luciana de Oliveira,Fem,28,preto,Mestrado,Minas Gerais,6,Compras,Analista Pleno,22
9290,Omar Iago Cygalan de Figueiredo,Masc,34,branco,Ensino Superior,Distrito Federal,10,Operações,Analista Pleno,24
9291,Amanda de Toledo Ximenes,Fem,21,pardo,Pós graduação,Mato Grosso do Sul,6,TI,Gerente,15
9292,Celso Impras,Masc,35,branco,Ensino Superior,Minas Gerais,10,Vendas,Analista Júnior,25
9293,Altino de Paiva Pinto,Masc,33,pardo,Ensino Superior,Maranhão,10,Marketing,Analista Pleno,23
9294,Diogo de Carvalho,Masc,37,branco,Ensino Superior,Alagoas,4,Administrativo,Estagiário,33
9295,Cleberson Armando Ynaz,Masc,30,pardo,Ensino Superior,São Paulo,5,Vendas,Analista Sênior,25
9296,Xerxes Valente Themiã,Masc,41,branco,Mestrado,Piauí,2,Contabilidade,Analista Júnior,39
9297,Beatriz de Sá,Fem,19,pardo,Doutorado,Acre,5,Marketing,Gerente,14
9298,Artur Zomuse,Masc,20,preto,Ensino Superior,Tocantins,6,Vendas,Analista Júnior,14
9299,João Lúcio Portugal de Campos,Masc,31,branco,Ensino Superior,Paraná,1,Recursos Humanos,Analista Sênior,30
9300,Décio Nilton da Silva Neto,Masc,30,preto,Pós graduação,Rio Grande do Norte,3,Contabilidade,Analista Júnior,27
9301,Fabrício Rareme,Masc,55,pardo,Ensino Superior,Minas Gerais,7,Operações,Gerente,48
9302,Ezequiel Edivaldo da Silva,Masc,38,pardo,Ensino Superior,Espírito Santo,6,Contabilidade,Analista Júnior,32
9303,Leandro de Fonseca,Masc,39,branco,Doutorado,São Paulo,3,Administrativo,Analista Júnior,36
9304,Tatiana Elisângela de Barbosa da Silva,Fem,37,branco,Mestrado,Rondônia,7,Desenvolvimento de Produtos,Analista Júnior,30
9305,Giuseppe dos Santos,Masc,22,branco,Ensino Médio,Minas Gerais,6,Contabilidade,Analista Júnior,16
9306,Eduardo Milani Bobami,Masc,30,branco,Ensino Superior,Pará,4,Operações,Analista Júnior,26
9307,Nathan Anderson de Magalhães,Masc,38,branco,Pós graduação,Rio de Janeiro,3,Marketing,Analista Pleno,35
9308,Marciane Marques de Bueno,Fem,26,branco,Ensino Superior,São Paulo,7,Compras,Analista Júnior,19
9309,Igor Toninho de Lima Aezo,Masc,36,branco,Ensino Superior,Rio de Janeiro,9,Desenvolvimento de Produtos,Analista Pleno,27
9310,Mayara Janaína Mercado de Fernandes,Fem,31,pardo,Mestrado,Mato Grosso,6,Recursos Humanos,Estagiário,25
9311,Marco Couto da Silva de Gimenes,Masc,19,branco,Ensino Superior,Rondônia,5,Administrativo,Analista Pleno,14
9313,Rosa Wilma Cale da Encarnação de Pereira,Fem,28,pardo,Ensino Médio,Rio Grande do Sul,6,Recursos Humanos,Estagiário,22
9314,Décio Romildo dos Santos Júnior,Masc,34,pardo,Ensino Superior,São Paulo,3,Contabilidade,Analista Júnior,31
9315,Karl de Souza da Silva,Masc,74,branco,Ensino Médio,Rio Grande do Norte,5,Recursos Humanos,Analista Júnior,69
9316,Ademar Luke do Maranhão,Masc,23,pardo,Mestrado,Minas Gerais,4,Administrativo,Analista Pleno,19
9317,Mikaella Mugepaze,Fem,30,preto,Ensino Superior,Alagoas,5,Contabilidade,Analista Júnior,25
9318,Jesus Wagoa Neto,Masc,45,pardo,Pós graduação,Bahia,1,Vendas,Estagiário,44
9319,Léia de Sales da Silva Teles,Fem,30,pardo,Doutorado,Rio de Janeiro,5,Recursos Humanos,Analista Pleno,25
9321,Gustavo Ângelo Iorna Gopan,Masc,24,pardo,Ensino Médio,Rio Grande do Norte,8,Administrativo,Analista Pleno,16
9323,Heitor Aselavic Obyson,Masc,50,branco,Ensino Superior,Santa Catarina,4,Marketing,Analista Júnior,46
9324,Filipe Entin,Masc,38,pardo,Ensino Médio,Rio Grande do Sul,4,TI,Analista Júnior,34
9325,Carolina Udirnman dos Reis,Fem,22,branco,Doutorado,Sergipe,6,Recursos Humanos,Analista Pleno,16
9326,Sandro Pinhão de Ferraz,Masc,46,branco,Ensino Superior,Minas Gerais,1,Contabilidade,Analista Júnior,45
9327,Sâmia Thaís de Assunção Gruppy,Fem,38,preto,Ensino Superior,Pernambuco,9,Marketing,Analista Pleno,29
9328,Lúcia Jeniffer da Conceição,Fem,30,pardo,Ensino Superior,Rio Grande do Norte,5,Contabilidade,Gerente,25
9330,Wagner Marcelo de Siqueira Neto,Masc,34,pardo,Pós graduação,Piauí,1,Recursos Humanos,Estagiário,33
9331,Karl Jairo Seixas Zuzo Neto,Masc,19,pardo,Ensino Superior,Bahia,4,Operações,Analista Sênior,15
9332,Mariano Ivan Brasil Bahia,Masc,22,pardo,Ensino Superior,São Paulo,5,Operações,Gerente,17
9333,Cristina Raíssa de Cardoso Dutra,Fem,41,branco,Ensino Superior,Alagoas,4,Desenvolvimento de Produtos,Gerente,37
9334,Lucas José de Gusmão Júnior,Masc,37,branco,Doutorado,Pará,5,Desenvolvimento de Produtos,Analista Pleno,32
9335,Gilberto de Jesus,Masc,28,pardo,Ensino Superior,Sergipe,4,Desenvolvimento de Produtos,Analista Júnior,24
9336,Eduardo Juan Ygramleo,Masc,18,pardo,Ensino Superior,Amazonas,3,Desenvolvimento de Produtos,Gerente,15
9337,Flávio Sílvio de Guimarães,Masc,34,branco,Pós graduação,Paraná,7,Vendas,Analista Sênior,27
9338,Bento Márcio de Camargo Câmara Gomes,Masc,39,pardo,Ensino Médio,Alagoas,7,Marketing,Analista Pleno,32
9339,Bento Simão de Santana Usanaov,Masc,32,branco,Ensino Superior,Amapá,12,Recursos Humanos,Analista Júnior,20
9340,Romildo Mercado,Masc,28,branco,Mestrado,Alagoas,0,Desenvolvimento de Produtos,Analista Júnior,28
9341,Matheus Growespa,Masc,34,branco,Ensino Superior,Paraná,8,Desenvolvimento de Produtos,Analista Pleno,26
9342,Altair Predi Câmara Traeradom,Masc,22,branco,Ensino Superior,Santa Catarina,8,Vendas,Gerente,14
9343,Cecília Eliane Puji de Uchôa,Fem,30,pardo,Pós graduação,São Paulo,5,Compras,Analista Pleno,25
9344,Bernardo Karl de Alvim da Gama,Masc,22,branco,Mestrado,Goiás,5,Administrativo,Analista Pleno,17
9345,Eric Oséas da Silva,Masc,30,pardo,Ensino Superior,Bahia,5,Desenvolvimento de Produtos,Analista Pleno,25
9346,Osório Guilherme Oanpifeson,Masc,44,preto,Mestrado,Paraná,3,Administrativo,Diretor,41
9347,Bernardo Thiago de Moura,Masc,38,pardo,Mestrado,Minas Gerais,6,Operações,Analista Pleno,32
9348,Baltazar Áureo de Lisboa Dias,Masc,30,pardo,Ensino Superior,Mato Grosso,5,TI,Analista Júnior,25
9349,Mike Seixas de Antunes,Masc,27,branco,Ensino Superior,São Paulo,11,Contabilidade,Analista Sênior,16
9350,Breno Victor de Miranda dos Santos,Masc,21,pardo,Mestrado,Rondônia,7,Administrativo,Analista Sênior,14
9351,Jânio de Souza Leryl,Masc,35,branco,Ensino Superior,Pará,8,Recursos Humanos,Analista Sênior,27
